vjdb_id,copy_of,seq_gc,seq_len,cluster_rep
vj000011720270,vj000011720270,0.3399470899470899,756,vj000013399564
vj000011720275,vj000011720275,0.3346560846560846,756,vj000013399564
vj000011720276,vj000011720276,0.3391188251001335,749,vj000013399564
vj000011720279,vj000011720279,0.3412698412698413,756,vj000013399564
vj000011720444,vj000011720444,0.3333333333333333,756,vj000013399564
vj000011720448,vj000011720448,0.3346560846560846,756,vj000013399564
vj000011720462,vj000011720462,0.3386880856760375,747,vj000013399564
vj000011720502,vj000016671941,0.3386666666666666,750,vj000013399564
vj000011720512,vj000011720512,0.3426666666666667,750,vj000013399564
vj000011720515,vj000011720515,0.3438735177865613,759,vj000013399564
vj000011720518,vj000011720518,0.3412698412698413,756,vj000013399564
vj000011720526,vj000011720526,0.3337748344370861,755,vj000013399564
vj000011720528,vj000011720528,0.3403973509933775,755,vj000013399564
vj000011720530,vj000016672098,0.3377483443708609,755,vj000013399564
vj000011720533,vj000011720533,0.3390728476821192,755,vj000013399564
vj000011720534,vj000011720534,0.3430851063829787,752,vj000013399564
vj000011720535,vj000011720535,0.3364485981308411,749,vj000013399564
vj000011720540,vj000011720540,0.3465608465608465,756,vj000013399564
vj000002296415,vj000001636290,0.363517060367454,762,vj000008031567
vj000008125625,vj000008125625,0.4060688714626662,2933,vj000013399564
vj000008125676,vj000008125676,0.407343857240906,2914,vj000013399564
vj000007570348,vj000007570348,0.6019557672332987,39473,vj000007194931
vj000007570349,vj000007570349,0.6022341809278482,39209,vj000007194931
vj000007570352,vj000007570352,0.6021475209140992,39208,vj000007194931
vj000014633100,vj000014633100,0.4060031595576619,2532,vj000013399564
vj000014633072,vj000014633072,0.4041715859897678,2541,vj000013399564
vj000014633076,vj000014633076,0.4049323786793954,2514,vj000013399564
vj000014633089,vj000014633089,0.4012638230647709,2532,vj000013399564
vj000014633102,vj000014633102,0.40086887835703,2532,vj000013399564
vj000014633078,vj000014633078,0.4052132701421801,2532,vj000013399564
vj000001636306,vj000001636306,0.3658119658119658,585,vj000008031567
vj000001636307,vj000001636307,0.3649289099526066,633,vj000008031567
vj000015685392,vj000015685392,0.3790170132325142,1077,vj000013395381
vj000014080910,vj000014080910,0.385934819897084,1173,vj000013395381
vj000016671845,vj000015565295,0.3435114503816794,786,vj000013399564
vj000016671989,vj000016672098,0.3377483443708609,755,vj000013399564
vj000016672105,vj000016672049,0.3470198675496688,755,vj000013399564
vj000016672156,vj000016672098,0.3377483443708609,755,vj000013399564
vj000016672786,vj000016672776,0.3371501272264631,786,vj000013399564
vj000016672787,vj000016672789,0.3409669211195928,786,vj000013399564
vj000016672792,vj000016672789,0.3409669211195928,786,vj000013399564
vj000008031567,vj000008031567,0.3605095541401273,793,vj000008031567
vj000008031570,vj000008031570,0.3626237623762376,808,vj000008031567
vj000008031577,vj000008031577,0.358560794044665,806,vj000008031567
vj000007194825,vj000007194825,0.6019456830158086,39472,vj000007194931
vj000007141191,vj000007141191,0.6021985309120588,39208,vj000007194931
vj000011720239,vj000011720249,0.3373493975903614,747,vj000013399564
vj000011720241,vj000011720249,0.3373493975903614,747,vj000013399564
vj000011720242,vj000011720249,0.3373493975903614,747,vj000013399564
vj000011720251,vj000011720261,0.3373655913978494,744,vj000013399564
vj000002296407,vj000002296407,0.363517060367454,762,vj000008031567
vj000002296418,vj000002296418,0.3622047244094488,762,vj000008031567
vj000002296425,vj000002296425,0.3626806833114323,762,vj000008031567
vj000005811506,vj000005811506,0.4067446662078458,2906,vj000013399564
vj000008125637,vj000008125637,0.4077238550922761,2926,vj000013399564
vj000007570340,vj000007570340,0.6019456830158086,39472,vj000007194931
vj000007569838,vj000007569838,0.6022188217291508,39210,vj000007194931
vj000007569840,vj000007569840,0.6021985309120588,39208,vj000007194931
vj000007569841,vj000007569841,0.6022188217291508,39210,vj000007194931
vj000014633079,vj000014633072,0.4041715859897678,2541,vj000013399564
vj000014633059,vj000014633059,0.4024632499006754,2517,vj000013399564
vj000014633084,vj000014633084,0.4046769718588981,2523,vj000013399564
vj000014633096,vj000014633096,0.4037780401416765,2541,vj000013399564
vj000014633090,vj000014633090,0.4037780401416765,2541,vj000013399564
vj000001636268,vj000001636268,0.3608923884514435,762,vj000008031567
vj000001636293,vj000001636293,0.3622047244094488,762,vj000008031567
vj000001636299,vj000001636299,0.3608923884514435,762,vj000008031567
vj000001636303,vj000001636307,0.3649289099526066,633,vj000008031567
vj000001636325,vj000001636325,0.3622047244094488,762,vj000008031567
vj000016671902,vj000016671902,0.3385826771653543,762,vj000013399564
vj000016671914,vj000016671914,0.3346560846560846,756,vj000013399564
vj000016671926,vj000016671926,0.3346774193548387,744,vj000013399564
vj000016671934,vj000016671934,0.335978835978836,756,vj000013399564
vj000016671948,vj000016671948,0.3373493975903614,747,vj000013399564
vj000016671960,vj000016671960,0.3427041499330656,747,vj000013399564
vj000016671968,vj000016671968,0.3373015873015873,756,vj000013399564
vj000016671976,vj000016671976,0.3456953642384106,755,vj000013399564
vj000016671979,vj000016671979,0.3404255319148936,752,vj000013399564
vj000016671990,vj000016671990,0.3509933774834437,755,vj000013399564
vj000016671991,vj000016671991,0.3364361702127659,752,vj000013399564
vj000016672006,vj000016672006,0.3412698412698413,756,vj000013399564
vj000016672007,vj000016672007,0.3412698412698413,756,vj000013399564
vj000016672031,vj000016672031,0.3443708609271523,755,vj000013399564
vj000016672066,vj000016672066,0.3452855245683931,753,vj000013399564
vj000016672068,vj000016672068,0.3359893758300132,753,vj000013399564
vj000016672073,vj000016672073,0.3425925925925926,756,vj000013399564
vj000016672082,vj000016672082,0.3346560846560846,756,vj000013399564
vj000016672084,vj000016672084,0.349269588313413,753,vj000013399564
vj000016672104,vj000016672104,0.3462050599201065,751,vj000013399564
vj000016672106,vj000016672106,0.3403693931398417,758,vj000013399564
vj000016672112,vj000016672112,0.3428571428571428,770,vj000013399564
vj000016672114,vj000016672114,0.3351206434316354,746,vj000013399564
vj000016672119,vj000016672119,0.3364361702127659,752,vj000013399564
vj000016672124,vj000016672124,0.3351063829787234,752,vj000013399564
vj000016672125,vj000016672125,0.3404539385847797,749,vj000013399564
vj000016672135,vj000016672135,0.351925630810093,753,vj000013399564
vj000016672147,vj000016672147,0.3390728476821192,755,vj000013399564
vj000016672151,vj000016672151,0.3452380952380952,756,vj000013399564
vj000016672155,vj000016672155,0.3457446808510638,752,vj000013399564
vj000016672458,vj000016672458,0.334228187919463,745,vj000013399564
vj000016672482,vj000016672467,0.336,750,vj000013399564
vj000016672754,vj000016672754,0.3398950131233595,762,vj000013399564
vj000016672777,vj000016672777,0.3384418901660281,783,vj000013399564
vj000016672781,vj000016672781,0.3384813384813385,777,vj000013399564
vj000016672783,vj000016672776,0.3371501272264631,786,vj000013399564
vj000016672784,vj000016672776,0.3371501272264631,786,vj000013399564
vj000016672785,vj000016672776,0.3371501272264631,786,vj000013399564
vj000016672791,vj000016672791,0.3396946564885496,786,vj000013399564
vj000016672793,vj000016672793,0.3396946564885496,786,vj000013399564
vj000016672796,vj000016672789,0.3409669211195928,786,vj000013399564
vj000016671782,vj000016671782,0.3399470899470899,756,vj000013399564
vj000016671783,vj000016671783,0.3412384716732543,759,vj000013399564
vj000016671831,vj000016671831,0.3384223918575064,786,vj000013399564
vj000016675097,vj000016675097,0.3346720214190093,747,vj000013399564
vj000016675099,vj000016675099,0.3399470899470899,756,vj000013399564
vj000016675110,vj000011720540,0.3465608465608465,756,vj000013399564
vj000016675137,vj000016675137,0.3386454183266932,753,vj000013399564
vj000015565224,vj000015565224,0.3359273670557717,771,vj000013399564
vj000015565320,vj000015565320,0.3358778625954198,786,vj000013399564
vj000015565321,vj000015565321,0.3409669211195928,786,vj000013399564
vj000015565333,vj000015565333,0.3320363164721141,771,vj000013399564
vj000008309874,vj000008309874,0.4060324825986079,3017,vj000013399564
vj000008309876,vj000008309876,0.4080821464060947,3019,vj000013399564
vj000008309884,vj000008309884,0.4069920844327176,3032,vj000013399564
vj000008309889,vj000008309889,0.4082256968048946,2942,vj000013399564
vj000008309890,vj000008309890,0.4049120477928974,3013,vj000013399564
vj000011720215,vj000011720221,0.335978835978836,756,vj000013399564
vj000011720226,vj000011720221,0.335978835978836,756,vj000013399564
vj000011720243,vj000011720243,0.3373015873015873,756,vj000013399564
vj000011720245,vj000011720245,0.3386880856760375,747,vj000013399564
vj000011720248,vj000011720249,0.3373493975903614,747,vj000013399564
vj000011720256,vj000011720261,0.3373655913978494,744,vj000013399564
vj000011720271,vj000011720271,0.3386666666666666,750,vj000013399564
vj000011720419,vj000011720419,0.3346303501945525,771,vj000013399564
vj000011720424,vj000011720424,0.3371501272264631,786,vj000013399564
vj000011720450,vj000011720450,0.3373173970783532,753,vj000013399564
vj000011720454,vj000011720454,0.3373015873015873,756,vj000013399564
vj000011720455,vj000011720455,0.3413654618473896,747,vj000013399564
vj000011720464,vj000011720464,0.3360107095046854,747,vj000013399564
vj000011720469,vj000011720469,0.344,750,vj000013399564
vj000011720474,vj000011720474,0.3426666666666667,750,vj000013399564
vj000011720476,vj000011720476,0.3346560846560846,756,vj000013399564
vj000011720487,vj000011720487,0.3502235469448584,671,vj000013399564
vj000011720508,vj000011720508,0.3426294820717131,753,vj000013399564
vj000011720516,vj000011720516,0.3346508563899868,759,vj000013399564
vj000011720531,vj000011720531,0.3470198675496688,755,vj000013399564
vj000011720538,vj000011720538,0.3438735177865613,759,vj000013399564
vj000011720542,vj000011720542,0.3386243386243386,756,vj000013399564
vj000011720590,vj000011720590,0.3370508054522924,807,vj000013399564
vj000011720596,vj000011720596,0.3396946564885496,786,vj000013399564
vj000002296437,vj000001636293,0.3622047244094488,762,vj000008031567
vj000002296450,vj000002296450,0.358267716535433,762,vj000008031567
vj000002296453,vj000001636293,0.3622047244094488,762,vj000008031567
vj000005811499,vj000005811499,0.4094028826355525,2914,vj000013399564
vj000007108566,vj000007108566,0.6019456830158086,39472,vj000007194931
vj000008125636,vj000008125636,0.4256209150326797,3825,vj000013399564
vj000008125667,vj000008125667,0.4084182834593883,3041,vj000013399564
vj000007570343,vj000007570343,0.6019456830158086,39472,vj000007194931
vj000007570346,vj000007570346,0.6022240359110386,39208,vj000007194931
vj000007569839,vj000007569839,0.6019456830158086,39472,vj000007194931
vj000014633074,vj000014633072,0.4041715859897678,2541,vj000013399564
vj000014633086,vj000014633086,0.4079778830963665,2532,vj000013399564
vj000014633063,vj000014633063,0.4058313632781717,2538,vj000013399564
vj000014633094,vj000014633094,0.4020537124802528,2532,vj000013399564
vj000014633066,vj000014633066,0.405608214849921,2532,vj000013399564
vj000001636292,vj000002296418,0.3622047244094488,762,vj000008031567
vj000001636322,vj000001636322,0.3623417721518987,633,vj000008031567
vj000016672013,vj000016675111,0.3386243386243386,756,vj000013399564
vj000016672045,vj000016672037,0.3364238410596026,755,vj000013399564
vj000016672077,vj000011720534,0.3430851063829787,752,vj000013399564
vj000016671830,vj000015565295,0.3435114503816794,786,vj000013399564
vj000016675124,vj000011720528,0.3403973509933775,755,vj000013399564
vj000008031561,vj000008031561,0.3566878980891719,785,vj000008031567
vj000008031568,vj000008031568,0.3607361963190184,815,vj000008031567
vj000007194827,vj000007194827,0.6022086765793567,39209,vj000007194931
vj000007141190,vj000007141190,0.6019456830158086,39472,vj000007194931
vj000011720225,vj000011720221,0.335978835978836,756,vj000013399564
vj000011720227,vj000011720221,0.335978835978836,756,vj000013399564
vj000011720471,vj000011720455,0.3413654618473896,747,vj000013399564
vj000007633566,vj000007633566,0.3604465709728867,627,vj000008031567
vj000002296382,vj000002296418,0.3622047244094488,762,vj000008031567
vj000002296410,vj000002296410,0.3648293963254593,762,vj000008031567
vj000002296422,vj000002296422,0.3622047244094488,762,vj000008031567
vj000002296392,vj000001636299,0.3608923884514435,762,vj000008031567
vj000002296396,vj000001636293,0.3622047244094488,762,vj000008031567
vj000002296411,vj000002296411,0.358267716535433,762,vj000008031567
vj000002296424,vj000002296424,0.3595800524934383,762,vj000008031567
vj000002296445,vj000002296407,0.363517060367454,762,vj000008031567
vj000005811503,vj000005811503,0.4097127222982216,2924,vj000013399564
vj000013827217,vj000013827217,0.4043824701195219,502,vj000011746716
vj000015381080,vj000015381080,0.3764150943396226,1061,vj000013395381
vj000014328154,vj000014328154,0.3729146221786065,1038,vj000013395381
vj000008125622,vj000008125622,0.4108606557377049,2928,vj000013399564
vj000008125627,vj000008125627,0.4150943396226415,3392,vj000013399564
vj000008125641,vj000008125641,0.4059609455292908,2919,vj000013399564
vj000008125679,vj000008125679,0.4084507042253521,2911,vj000013399564
vj000008125695,vj000008125695,0.4115884115884116,3003,vj000013399564
vj000016522208,vj000016522208,0.3819444444444444,297,vj000013399564
vj000010533764,vj000010533764,0.3806038426349497,1093,vj000013395381
vj000007570353,vj000007570353,0.6021985309120588,39208,vj000007194931
vj000007570355,vj000007570355,0.601971017430077,39472,vj000007194931
vj000014633087,vj000014633087,0.405608214849921,2532,vj000013399564
vj000014633101,vj000014633094,0.4020537124802528,2532,vj000013399564
vj000014633065,vj000014633065,0.4045651318378591,2541,vj000013399564
vj000014633073,vj000014633073,0.4052132701421801,2532,vj000013399564
vj000014633075,vj000014633075,0.4053301511535401,2514,vj000013399564
vj000014633083,vj000014633083,0.4053301511535401,2514,vj000013399564
vj000014633088,vj000014633088,0.4038842647641696,2523,vj000013399564
vj000011364179,vj000011364179,0.368362831858407,1029,vj000013399564
vj000011364194,vj000011364194,0.3734806629834254,1029,vj000013399564
vj000001636270,vj000001636270,0.363517060367454,762,vj000008031567
vj000001636285,vj000001636290,0.363517060367454,762,vj000008031567
vj000001636288,vj000001636288,0.3608923884514435,762,vj000008031567
vj000001636305,vj000002296407,0.363517060367454,762,vj000008031567
vj000001636315,vj000002296450,0.358267716535433,762,vj000008031567
vj000007842602,vj000007842602,0.3757338551859099,1038,vj000013395381
vj000007842786,vj000007842786,0.379110251450677,1038,vj000013395381
vj000013255821,vj000013255821,0.3790446841294299,1302,vj000013399564
vj000015119271,vj000015119271,0.3739644970414201,846,vj000013395381
vj000015685398,vj000015685398,0.3800186741363212,1077,vj000013395381
vj000014632892,vj000014632892,0.3923103096291255,8817,vj000013399564
vj000016612001,vj000016612001,0.3517647058823529,921,vj000013399564
vj000016671908,vj000016671908,0.3440428380187416,747,vj000013399564
vj000016671922,vj000016671922,0.332010582010582,756,vj000013399564
vj000016671923,vj000016671923,0.3400267737617135,747,vj000013399564
vj000016671929,vj000016671929,0.3346560846560846,756,vj000013399564
vj000016671931,vj000016671931,0.3373655913978494,744,vj000013399564
vj000016671938,vj000016671938,0.3386243386243386,756,vj000013399564
vj000016671944,vj000016671931,0.3373655913978494,744,vj000013399564
vj000016671956,vj000016671956,0.332010582010582,756,vj000013399564
vj000016671965,vj000016671965,0.3399470899470899,756,vj000013399564
vj000016671967,vj000016671967,0.335978835978836,756,vj000013399564
vj000016671971,vj000016671971,0.3386243386243386,756,vj000013399564
vj000016671986,vj000016671986,0.3386666666666666,750,vj000013399564
vj000016671995,vj000016671995,0.3390728476821192,755,vj000013399564
vj000016671996,vj000016671996,0.3403973509933775,755,vj000013399564
vj000016672000,vj000016672000,0.3390728476821192,755,vj000013399564
vj000016672002,vj000016672002,0.3399470899470899,756,vj000013399564
vj000016672004,vj000016672004,0.3373015873015873,756,vj000013399564
vj000016672010,vj000016672010,0.3399734395750332,753,vj000013399564
vj000016672014,vj000016672014,0.3439153439153439,756,vj000013399564
vj000016672016,vj000016672155,0.3457446808510638,752,vj000013399564
vj000016672025,vj000016672000,0.3390728476821192,755,vj000013399564
vj000016672033,vj000016672033,0.3390728476821192,755,vj000013399564
vj000016672035,vj000016672035,0.3364116094986807,758,vj000013399564
vj000016672040,vj000016672040,0.3390728476821192,755,vj000013399564
vj000016672046,vj000016672046,0.3403973509933775,755,vj000013399564
vj000016672058,vj000016672058,0.3470198675496688,755,vj000013399564
vj000016672064,vj000016672064,0.3412698412698413,756,vj000013399564
vj000016672088,vj000016672088,0.3390728476821192,755,vj000013399564
vj000016672102,vj000016672102,0.3386454183266932,753,vj000013399564
vj000016672107,vj000016672107,0.3390728476821192,755,vj000013399564
vj000016672113,vj000016672113,0.3483443708609272,755,vj000013399564
vj000016672117,vj000016672117,0.3457446808510638,752,vj000013399564
vj000016672118,vj000016672118,0.3386034255599473,759,vj000013399564
vj000016672130,vj000016672130,0.3333333333333333,759,vj000013399564
vj000016672141,vj000016672141,0.3404825737265415,746,vj000013399564
vj000016672142,vj000016672142,0.3390728476821192,755,vj000013399564
vj000016672146,vj000016672146,0.3337801608579088,746,vj000013399564
vj000016672150,vj000016672150,0.3373173970783532,753,vj000013399564
vj000016672154,vj000016672154,0.3373333333333333,750,vj000013399564
vj000016672158,vj000016672147,0.3390728476821192,755,vj000013399564
vj000016672461,vj000016672461,0.3364238410596026,755,vj000013399564
vj000016672487,vj000016672487,0.3465608465608465,756,vj000013399564
vj000016672756,vj000016672756,0.3397683397683397,777,vj000013399564
vj000016672758,vj000016672758,0.3395522388059701,804,vj000013399564
vj000016672775,vj000016672775,0.3382716049382716,810,vj000013399564
vj000016672779,vj000016672779,0.3384813384813385,777,vj000013399564
vj000016672782,vj000016672782,0.34375,768,vj000013399564
vj000016672790,vj000016672776,0.3371501272264631,786,vj000013399564
vj000016672794,vj000016672789,0.3409669211195928,786,vj000013399564
vj000016672798,vj000016672798,0.3447837150127226,786,vj000013399564
vj000016672804,vj000016672804,0.3460559796437659,786,vj000013399564
vj000016671779,vj000016671779,0.3456953642384106,755,vj000013399564
vj000016671781,vj000016671781,0.3403973509933775,755,vj000013399564
vj000016671828,vj000016671828,0.3439153439153439,756,vj000013399564
vj000016671829,vj000016671829,0.3358681875792142,789,vj000013399564
vj000016675105,vj000016675105,0.3372859025032938,759,vj000013399564
vj000016675119,vj000016675119,0.3364485981308411,749,vj000013399564
vj000016675126,vj000016675126,0.3373173970783532,753,vj000013399564
vj000016675134,vj000016675134,0.3373173970783532,753,vj000013399564
vj000016675140,vj000016675140,0.3337783711615487,749,vj000013399564
vj000013399536,vj000013399536,0.4115104359639372,8097,vj000013399564
vj000013399549,vj000013399549,0.385312783318223,8824,vj000013399564
vj000013399564,vj000013399564,0.4140633874815403,8803,vj000013399564
vj000013399569,vj000013399569,0.4148827726809378,8829,vj000013399564
vj000013399572,vj000013399572,0.4143722152404889,8753,vj000013399564
vj000015565248,vj000015565248,0.3422391857506361,786,vj000013399564
vj000015565310,vj000015565310,0.338403041825095,789,vj000013399564
vj000015565313,vj000015565313,0.3396704689480355,789,vj000013399564
vj000015565318,vj000015565318,0.3409669211195928,786,vj000013399564
vj000015565340,vj000015565340,0.3421052631578947,798,vj000013399564
vj000015565342,vj000015565341,0.3409669211195928,786,vj000013399564
vj000015565346,vj000015565346,0.3396946564885496,786,vj000013399564
vj000015565234,vj000011720590,0.3370508054522924,807,vj000013399564
vj000015565286,vj000015565286,0.3396704689480355,789,vj000013399564
vj000011031055,vj000011031055,0.4117377349839523,8724,vj000013399564
vj000011031062,vj000011031062,0.4116634140741591,8711,vj000013399564
vj000011031018,vj000011031018,0.3939222134028801,8819,vj000013399564
vj000008309696,vj000008309696,0.4117448531893351,2963,vj000013399564
vj000008309365,vj000008309365,0.406984785615491,2892,vj000013399564
vj000008309370,vj000008309370,0.4078002052685597,2923,vj000013399564
vj000008309712,vj000008309712,0.4142273655547991,2938,vj000013399564
vj000008309873,vj000008309873,0.4084133819145412,3019,vj000013399564
vj000008309881,vj000008309881,0.4030800133913625,2987,vj000013399564
vj000008309892,vj000008309892,0.4094955489614243,3033,vj000013399564
vj000008309893,vj000008309893,0.4084553928095872,3004,vj000013399564
vj000008309658,vj000008309658,0.4118223383409536,3062,vj000013399564
vj000008309662,vj000008309662,0.4087791495198902,2916,vj000013399564
vj000008309674,vj000008309674,0.4092297251442144,2947,vj000013399564
vj000011720222,vj000011720222,0.3364238410596026,755,vj000013399564
vj000011720230,vj000011720230,0.3373015873015873,756,vj000013399564
vj000011720232,vj000011720232,0.3346560846560846,756,vj000013399564
vj000011720240,vj000011720249,0.3373493975903614,747,vj000013399564
vj000011720246,vj000011720249,0.3373493975903614,747,vj000013399564
vj000011720272,vj000011720272,0.3417218543046357,755,vj000013399564
vj000011720274,vj000011720274,0.3364485981308411,749,vj000013399564
vj000011720399,vj000011720399,0.3371356147021546,789,vj000013399564
vj000011720423,vj000011720423,0.3371501272264631,786,vj000013399564
vj000011720442,vj000011720442,0.3384223918575064,786,vj000013399564
vj000011720443,vj000011720443,0.337270341207349,762,vj000013399564
vj000011720458,vj000011720458,0.3320363164721141,771,vj000013399564
vj000011720460,vj000011720460,0.335978835978836,756,vj000013399564
vj000011720461,vj000011720461,0.3413978494623655,744,vj000013399564
vj000011720481,vj000011720481,0.3360107095046854,747,vj000013399564
vj000011720496,vj000011720496,0.3440428380187416,747,vj000013399564
vj000011720503,vj000011720503,0.3386666666666666,750,vj000013399564
vj000011720504,vj000011720504,0.3413654618473896,747,vj000013399564
vj000011720507,vj000011720507,0.3426666666666667,750,vj000013399564
vj000011720514,vj000011720514,0.3319892473118279,744,vj000013399564
vj000011720517,vj000011720517,0.3333333333333333,747,vj000013399564
vj000011720532,vj000011720532,0.3404539385847797,749,vj000013399564
vj000011720539,vj000011720539,0.3359893758300132,753,vj000013399564
vj000011720591,vj000011720591,0.3371356147021546,789,vj000013399564
vj000011720608,vj000011720608,0.3371356147021546,789,vj000013399564
vj000007633547,vj000007633566,0.3604465709728867,627,vj000008031567
vj000007633574,vj000007633566,0.3604465709728867,627,vj000008031567
vj000002296454,vj000002296422,0.3622047244094488,762,vj000008031567
vj000002296405,vj000002296418,0.3622047244094488,762,vj000008031567
vj000002296434,vj000002296407,0.363517060367454,762,vj000008031567
vj000005811504,vj000005811504,0.4113093234601144,2971,vj000013399564
vj000005811507,vj000005811507,0.4084362139917695,2916,vj000013399564
vj000005811508,vj000005811508,0.4076367389060887,2907,vj000013399564
vj000013809650,vj000013809650,0.4126074498567335,349,vj000011746716
